nan nan
-49.802658	0.000000
-49.774026	0.004694
-49.762292	0.136116
-49.863206	0.225296
nan nan
-50.027484	0.957509
-49.950039	1.056076
-49.973507	1.213314
-49.961773	1.300147
-49.884327	1.478506
-49.863206	1.731964
nan nan
-59.708179	8.277287
-59.773891	8.310143
-59.905313	8.462687
nan nan
-57.060949	5.791989
-57.117273	5.902290
-57.161863	6.066569
-57.272164	6.266050
-57.391853	6.308293
-57.546744	6.442062
-57.657045	6.585219
-57.767347	6.704908
-57.987949	6.836331
-58.208552	6.871533
-58.396299	6.836331
-58.506600	6.803475
-58.518334	6.803475
-58.483131	6.904389
-58.462010	7.014690
-58.462010	7.155500
-58.494866	7.354981
-58.572311	7.507526
-58.649757	7.606093
-58.769445	7.716394
-58.947805	7.847817
-59.168407	8.023829
-59.356154	8.220963
-59.520433	8.319531
-59.642468	8.375855
-59.642468	8.319531
-59.642468	8.265553
-59.696445	8.298409
-59.708179	8.277287
nan nan
-54.028838	5.482207
-54.028838	5.547918
-53.974861	5.735665
-53.986595	5.791989
-54.383210	5.935146
-54.779826	5.968002
-55.000428	5.968002
-55.045018	5.956268
-55.110729	5.869435
-55.307863	5.890556
-55.617646	5.911678
-55.805393	5.857700
-55.903960	5.801376
-55.925081	5.824845
-56.279453	5.834232
-56.500056	5.902290
-56.774635	5.956268
-56.863815	6.012592
-56.929527	5.956268
-56.974116	5.857700
-57.060949	5.791989
nan nan
-51.592823	4.069412
-51.581089	4.135123
-51.571702	4.299402
-51.759449	4.531739
-51.825160	4.510617
-52.034028	4.731220
-52.165451	4.841521
-52.233509	4.930701
-52.454112	5.106713
-52.740426	5.261604
-53.047861	5.383640
-53.301319	5.482207
-53.512535	5.538531
-53.599368	5.580774
-53.742524	5.714544
-53.798848	5.723931
-53.909150	5.547918
-54.028838	5.482207
nan nan
-50.194110	0.457633
-50.248087	0.413043
-50.337267	0.314476
-50.337267	0.204175
-50.215231	0.058671
-50.048606	0.037549
nan nan
-49.863206	0.225296
-50.006363	0.248765
-50.126052	0.335597
-50.194110	0.457633
nan nan
